Course Title,Level,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Price,Course Picture Url
Black Performance as Social Protest,Beginner level,Identify ways in which patterns of resistance from the past contribute to ongoing social justice movements.Reflect on methods of achieving racial equity through performance.,"Equity, social activism, Social Justice","Slavery and The Whip, Jim Crow and The Noose, Civil Rights and The Fist, Black Lives Matter and The Baton, Call to Action: Manifesto and The Circle","Dr. John L. Puckett, Jonah Berger, Michael R Roberts",University of Michigan,Arts and Humanities,https://www.coursera.org/learn/black-performance-as-social-protest,23,13.99,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/41/19fbd5d94b486080a20fd33bcb5983/BPSP_Thumbnail_Coursera.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Business Foundations Specialization,Beginner level,"Understand branding and go-to-market strategiesRead income statements, balance sheets, and cash flow statementsManage people through motivation and reward systemsAnalyze and improve business processes in services or manufacturing","Financial Accounting, Accounting, Financial Statement, Balance Sheet, Decision-Making, Change Management, Human Resources (HR), Process Management, Operations Management, Six Sigma, Inventory, Finance, Marketing, Positioning (Marketing), Marketing Strategy, Customer Satisfaction, Discounted Cash Flow, Corporate Finance, Cash Flow Analysis","Introduction to Marketing, Introduction to Financial Accounting, Managing Social and Human Capital, Introduction to Corporate Finance, Introduction to Operations Management, Wharton Business Foundations Capstone","Shyam Balganesh, Kin Tang, Susan Davidson, Daniel Walkes",Columbia University,Health,https://www.coursera.org/specializations/wharton-business-foundations,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/wharton-business-foundations/wharton-business-foundations-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Java and Object-Oriented Programming,Beginner level,"Identify core aspects of object-oriented programming and features of the Java language.Use Eclipse for writing and running Java code.Develop programs that use Java collections and apply core object-oriented programming concepts using classes, polymorphism, and method overloading.Test code by applying principles of test-driven development using Java's unit testing framework.","Unit Testing, Java Syntax, Java Programming, Object-Oriented Programming (OOP), Java Tools","Module 1 :  Introduction to Java, Classes, & Eclipse, Module 2 : Unit Testing, Arrays, & ArrayLists, Module 3 : Static Variables, Methods, & Polymorphism Using Overloading","Robert W. Holthausen, Chris Koehler, Brandon Krakowsky",Vanderbilt University,Math and Logic,https://www.coursera.org/learn/java-object-oriented-programming,19,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e8/2a1ff8fed34aff93af0b4a89a60f7e/1200-x-1200_Introduction-to-Java-and-Object-Oriented-Programming.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Data Visualization with Tableau Specialization,Beginner level,"Examine, navigate, and learn to use the various features of Tableau Assess the quality of the data and perform exploratory analysisCreate and design visualizations and dashboards for your intended audience Combine the data to and follow the best practices to present your story","Storyboarding, Map, Tableau Software, Data Visualization","Fundamentals of Visualization with Tableau, Essential Design Principles for Tableau, Visual Analytics with Tableau, Creating Dashboards and Storytelling with Tableau, Data Visualization with Tableau Project",Sarah Hammer,University of Michigan,DataScience,https://www.coursera.org/specializations/data-visualization,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/41/d326f0af5b11e5ada4195d312ad6aa/davis_data_thumb.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Data Mining Foundations and Practice Specialization,Intermediate level,"Data mining pipeline: data understanding, preprocessing, warehousingData mining methods: frequent patterns, classification, clustering, outliers Data mining project: project formulation, design, implementation, reporting ","apply and evaluate data mining methods, work through the data mining pipeline, data mining project design and implementation","Data Mining Pipeline, Data Mining Methods, Data Mining Project",Kasper Daniel Hansen,Imperial College London,Computer Science,https://www.coursera.org/specializations/data-mining-foundations-practice,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/96/64e89ae5534cbcbdc81c1e47f2a121/data_mining_spec_logo_adjusted_with_text.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Managing Talent,Beginner level,"Learn best practices for selecting, recruiting, and onboarding talent.Learn key approaches to measuring performance and evaluating your employees.Understand the cycle of managing talent and creating a robust talent pipeline.","Onboarding, Talent Management, Coaching, Recruitment","The Talent Pipeline, Managing Performance Evaluation and Feedback, Developing and Coaching Your People, Creating and Building a Robust Talent Pipeline","Greg Urban, George Siedel, Maurice Schweitzer, David Underwood",Imperial College London,Business,https://www.coursera.org/learn/managing-talent,13,48.5,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e4/39a620502a11e5998a1b75736a49c8/managingtalent.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
A New Communication Framework for Healthcare,Beginner level,"You will learn compassionate communication skills through the use of practices and theories rooted in the arts, humanities, theater and journalism.","Communication, Empathy and Compassion, Perspective taking","Module 1: Foundations in Compassion, Module 2: Inclusiveness and Identity, Module 3: Speaking Plainly, Module 4: The Clinical Story, STAFF SANDBOX",Christopher Brooks,Johns Hopkins University,Health,https://www.coursera.org/learn/a-new-communication-framework-for-healthcare,4,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/94/71c29562724309b96757a6fd69d9cf/UCSanDiegoHealth_goldISO_800X800-6-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Process Forms with AI Model in Power Automate,Beginner level,Create and train AI model with AI BuilderCreate and modify Power Automated flowAutomate the selection of relevant documents received by e-mail,"AI Builder, Power Automate",Learn step-by-step,"Lauren Steinfeld, Claire Robertson-Kraft, Kevyn Collins-Thompson",University of Glasgow,Information Technology,https://www.coursera.org/projects/process-forms-ai-model-power-automate,1.5,22.99,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1e/a475c6ad094b6383d3f11b33acd8ba/Process-forms-with-AI-in-PA.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Cybersecurity Fundamentals,Beginner level,"Learn to identify cybersecurity foundations and standard models for effective protection strategies. Acquire skills to construct best practices for mitigating common cyber attacks upon course completion.  Explain attacker techniques, including phishing, social engineering, and ransomware.  Gain insights into data protection and online privacy methods while connected to public networks. ","Authentication, Cybersecurity, Privacy, Mitigation, Protection",Introduction to Cybersecurity Fundamentals  ,"Stephany Duda, Louise Toppin, Matthew Bengtson",University of Pennsylvania,Information Technology,https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals,2,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f6/3490c4f35d4d8eb7603ff403a87216/Logo-image-25-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Health Impacts of Chemicals in Consumer Products,Intermediate level,"Assess impacts and risks of chemicals and evaluate chemical exposureAddress chemical concerns in various product categoriesApply these skills to personal care, cleaning, building products, and toys","Motivation, Performance, disease, Flow Network","Chemicals in Products, Chemicals of Concern, Life Cycle Based Chemical Alternatives Assessment and Impacts of Fine particulates","Lauren Steinfeld, Chris J. Vargo, Dik Lun LEE, Andrew Kandel",University of Glasgow,Health,https://www.coursera.org/learn/health-impacts-chemicals-consumer-products,16,20,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/87/bd8c63b3964f549f95f6c7a93199b7/Screenshot-2023-02-15-at-9.15.39-AM.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Probability & Statistics for Machine Learning & Data Science,Beginner level,Describe and quantify the uncertainty inherent in predictions made by machine learning modelsVisually and intuitively understand the properties of commonly used probability distributions in machine learning and data scienceApply common statistical methods like maximum likelihood estimation (MLE) and maximum a priori estimation (MAP) to machine learning problemsAssess the performance of machine learning models using interval estimates and margin of errors ,"Probability And Statistics, Machine Learning (ML) Algorithms, Statistical Analysis, Probability, Statistical Hypothesis Testing","Week 1 - Introduction to Probability and Probability Distributions, Week 2 - Describing probability distributions and probability distributions with multiple variables, Week 3 - Sampling and Point estimation, Week 4 - Confidence Intervals and Hypothesis testing","Mathias Nordvig, Al Filreis",The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/learn/machine-learning-probability-and-statistics,33,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/46/8e9dd9c487408b8729acb7ec3719c7/Prob-DL_Square_Banner_Coursera_800x800.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Machine Learning on Google Cloud Specialization,Intermediate level,"Use Vertex AI AutoML and BigQuery ML to build, train, and deploy ML modelsImplement machine learning models using Keras and TensorFlow 2.xImplement machine learning in the enterprise best practicesDescribe how to perform exploratory data analysis and improve data quality","Tensorflow, Machine Learning, Feature Engineering, Cloud Computing, Vertex AI","How Google does Machine Learning, Launching into Machine Learning, TensorFlow on Google Cloud, Feature Engineering, Machine Learning in the Enterprise","Steven Salzberg, Jeff Leek, Witold Henisz, Paul Harris",The Hong Kong University of Science and Technology,DataScience,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bc/9e1a60378b11e8a4cfb59484b7aff8/new-ml-on-gcp-logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Tools and Practices for Addressing Pandemic Challenges,Beginner level,How to use data to make informed decisions and adopt policies during a pandemicHow to implement best practices to address pandemic challenges,"Data Science, Pandemic, Public Health, social science, policy making","Introduction, Data-driven Approaches to Pandemics, Pandemic preparedness, prevention, and response, Social work during and after a pandemic, Conclusions","Claire Robertson-Kraft, Christy Bozic",University of Glasgow,Social Sciences,https://www.coursera.org/learn/tools-and-practices-for-addressing-pandemic-challenges,4,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f1/45421b0af543ec923cc0d89c80adf2/Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
